citation,query,title,url
,price based indicators stock prediciton,Sector- Based Stock Price Prediction  with Machine Learning Models,http://saucis.sakarya.edu.tr/tr/pub/issue/74792/1200151
932,price based indicators stock prediciton,[HTML] [HTML]   A deep learning framework for financial time series using stacked autoencoders and long-short term memory,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0180944
943,price based indicators stock prediciton,Analyst  forecast  revisions and market  price  discovery,https://publications.aaahq.org/accounting-review/article-abstract/78/1/193/2704
2108,price based indicators stock prediciton,Financial time series forecasting using support vector machines,https://www.sciencedirect.com/science/article/pii/S0925231203003722
1078,price based indicators stock prediciton,"Do macro variables, asset markets, or surveys  forecast  inflation better?",https://www.sciencedirect.com/science/article/pii/S0304393206002303
892,price based indicators stock prediciton,A recurrent neural network  based  health  indicator  for remaining useful life  prediction  of bearings,https://www.sciencedirect.com/science/article/pii/S0925231217303363
,price based indicators stock prediciton,Effectiveness of Momentum  Indicators  to Improve Accuracy of  Stock Price Prediction  for Large-Captial  Stocks,https://ieeexplore.ieee.org/abstract/document/8693327/
1413,price based indicators stock prediciton,"Fundamental analysis, future earnings, and  stock prices",https://www.jstor.org/stable/2491464
110,price based indicators stock prediciton,Prediction  of Bitcoin  prices  with machine learning methods using time series data,https://ieeexplore.ieee.org/abstract/document/8404760/
1,price based indicators stock prediciton,Stock  trend  prediction  using historical data and financial online news,https://ieeexplore.ieee.org/abstract/document/9443766/
citation,query,title,url
219,geometric shapes technical indicators stock market,The profitability of  technical analysis : A review,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=603481
25,geometric shapes technical indicators stock market,Investigation of fractal  market  hypothesis and forecasting time series  stock  returns for Tehran  Stock Exchange  and London  Stock Exchange,https://onlinelibrary.wiley.com/doi/abs/10.1002/ijfe.1809
4118,geometric shapes technical indicators stock market,"[BOOK] [B]   An engine, not a camera: How financial models  shape markets",https://books.google.com/books?hl=en&lr=&id=M3x5tvAwzrQC&oi=fnd&pg=PR9&dq=geometric+shapes+technical+indicators+stock+market&ots=nVadMZtzUG&sig=DZoZI4CjUXJv5rkSzyrvp51O2JM
,geometric shapes technical indicators stock market,[HTML] [HTML]   Technical analysis,https://wiki.edunitas.com/IT/114-10/technical_4334_eduNitas.html
,geometric shapes technical indicators stock market,[BOOK] [B]   Predicting Forex and  Stock Market  with Fractal Pattern: Science of Price and Time,https://books.google.com/books?hl=en&lr=&id=VJjiDwAAQBAJ&oi=fnd&pg=PA43&dq=geometric+shapes+technical+indicators+stock+market&ots=-Da-S3lj1J&sig=XoRM_35Sq41y02D69ifNRnttFE0
,geometric shapes technical indicators stock market,[PDF] [PDF]   Determination the price of a  share  listed on the  stock exchange,https://cberuk.com/cdn/conference_proceedings/2019-07-14-09-21-55-AM.pdf
,geometric shapes technical indicators stock market,Introduction to Model  Trading,https://link.springer.com/chapter/10.1007/978-981-13-9945-9_1
1,geometric shapes technical indicators stock market,[BOOK] [B]   Information content in  stock market technical patterns : A spline regression approach,https://search.proquest.com/openview/5e98ab4ea7cf4eafede96d8b8a1f629a/1?pq-origsite=gscholar&cbl=18750&diss=y
2,geometric shapes technical indicators stock market,Pattern searcher for decision making of  trading  agents using genetic algorithm,https://ieeexplore.ieee.org/abstract/document/9185704/
,geometric shapes technical indicators stock market,[PDF] [PDF]   Technical Analysis  and Prediction: A Neural Network Approach to the Italian  Stock Market,http://zantworldpress.com/wp-content/uploads/2015/06/331-Angelo.pdf
1725,geometric shapes technical indicators stock market,"Foundations of  technical analysis : Computational algorithms, statistical inference, and empirical implementation",https://onlinelibrary.wiley.com/doi/abs/10.1111/0022-1082.00265
91,geometric shapes technical indicators stock market,"Fuzzy logic,  trading  uncertainty and  technical trading",https://www.sciencedirect.com/science/article/pii/S0378426612002889
5,geometric shapes technical indicators stock market,Understanding  technical analysis : A conceptual framework,https://www.indianjournals.com/ijor.aspx?target=ijor:ijarmss&volume=4&issue=4&article=021
4,geometric shapes technical indicators stock market,The effectiveness of the automatic system of fuzzy logic-based  technical patterns  recognition: Evidence from Tehran  stock exchange,https://amfa.arak.iau.ir/article_666547.html
556,geometric shapes technical indicators stock market,[BOOK] [B]   Technical analysis : the complete resource for financial  market  technicians,https://books.google.com/books?hl=en&lr=&id=I5SgX5q5sQEC&oi=fnd&pg=PR9&dq=geometric+shapes+technical+indicators+stock+market&ots=knpYEDVGaz&sig=scDluKihr2KOAlQ11w-LmIYo1VQ
1,geometric shapes technical indicators stock market,[PDF] [PDF]   The Implementation of Nature Laws in the  Mathematical  Models for Successful Prediction in the  Technical Analysis,http://www.sciencehorizon.ru/wp-content/uploads/2017/08/Nauchnyie_gorizontyi_---2_18_20191.pdf#page=88
864,geometric shapes technical indicators stock market,What do we know about the profitability of  technical analysis ?,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1467-6419.2007.00519.x
11,geometric shapes technical indicators stock market,"Chaos and order in the  capital markets : A new view of cycles, prices, and  market  volatility",https://www.jstor.org/stable/2329084
,geometric shapes technical indicators stock market,[PDF] [PDF]   A Review of the Behaviors of  Technical Analysis  Based on Selected  Shares  of Dhaka  Stock Exchange  (DSE),https://www.researchgate.net/profile/Shapan-Majumder/publication/345778983_Impact_of_Environmental_Quality_on_Healthcare_Expenditures_in_Bangladesh/links/5fadb03792851cf7dd194981/Impact-of-Environmental-Quality-on-Healthcare-Expenditures-in-Bangladesh.pdf#page=137
2232,geometric shapes technical indicators stock market,"[BOOK] [B]   Chaos and order in the  capital markets : a new view of cycles, prices, and  market  volatility",https://books.google.com/books?hl=en&lr=&id=Qi0meDlDrgQC&oi=fnd&pg=PA1&dq=geometric+shapes+technical+indicators+stock+market&ots=lcId_fKBx3&sig=QMfeb-rs-s_LXaP8CjNid7Mht9o
40,momentum features for stock return factors,"Combining  momentum , value, and quality for the Islamic  equity  portfolio: Multi-style rotation strategies using augmented Black Litterman  factor  model",https://www.sciencedirect.com/science/article/pii/S0927538X14001085
150,momentum features for stock return factors,"Left-tail  momentum : Underreaction to bad news, costly arbitrage and  equity  returns",https://www.sciencedirect.com/science/article/pii/S0304405X19301795
18,momentum features for stock return factors,The enduring effect of time-series  momentum  on  stock  returns over nearly 100-years,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2720600
27,momentum features for stock return factors,Reward-risk  momentum  strategies using classical tempered stable distribution,https://www.sciencedirect.com/science/article/pii/S0378426615001168
43,momentum features for stock return factors,"Are value, size and  momentum  premiums in CEE emerging markets only illusionary?",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2375454
19,momentum features for stock return factors,Physical approach to price  momentum  and its application to  momentum  strategy,https://www.sciencedirect.com/science/article/pii/S037843711400661X
17,momentum features for stock return factors,Profitability of  momentum  strategies in Latin America,https://www.sciencedirect.com/science/article/pii/S1057521920301460
21,momentum features for stock return factors,On industry  momentum  strategies,https://onlinelibrary.wiley.com/doi/abs/10.1111/jfir.12205
64,momentum features for stock return factors,"Momentum  trading,  return  chasing, and predictable crashes",https://www.nber.org/papers/w20660
112,momentum features for stock return factors,Two centuries of price- return momentum,https://www.tandfonline.com/doi/abs/10.2469/faj.v72.n5.1
5,momentum features for stock return factors,[PDF] [PDF]   Explaining  momentum  within an existing risk  factor  model,https://bauer.uh.edu/departments/finance/seminars/documents/LiuYichuan_paper.pdf
2,momentum features for stock return factors,"Multifactor models of  momentum  portfolios on the Warsaw  Stock Exchange , 1999–2009",https://www.ceeol.com/search/article-detail?id=129602
31,momentum features for stock return factors,"Momentum , reversals, and fund manager overconfidence",https://onlinelibrary.wiley.com/doi/abs/10.1111/fima.12128
2804,momentum features for stock return factors,International  momentum  strategies,https://onlinelibrary.wiley.com/doi/abs/10.1111/0022-1082.95722
37,momentum features for stock return factors,"A global macroeconomic risk model for value,  momentum , and other asset classes",https://www.cambridge.org/core/journals/journal-of-financial-and-quantitative-analysis/article/global-macroeconomic-risk-model-for-value-momentum-and-other-asset-classes/CFE597D62EA873D9A0428CFBF1BD4AD4
2,momentum features for stock return factors,The Expansion of Capital Asset Pricing  Factor  Models through Pricing Value،  Momentum  and  stock  quality at Tehran  stock exchange,https://qfaj.mobarakeh.iau.ir/browse.php?a_id=1935&sid=1&slc_lang=en
1602,momentum features for stock return factors,[HTML] [HTML]   Time series  momentum,https://www.sciencedirect.com/science/article/pii/S0304405X11002613
436,momentum features for stock return factors,Connected  stocks,https://onlinelibrary.wiley.com/doi/abs/10.1111/jofi.12149
34,momentum features for stock return factors,Does  momentum  work? Evidence from Vietnam  stock market,https://www.sciencedirect.com/science/article/pii/S2214635017300965
45,momentum features for stock return factors,"Country selection strategies based on value, size and  momentum",https://www.tandfonline.com/doi/abs/10.1080/10293523.2015.1060747
136,momentum features for stock return factors,Macroeconomic risks and characteristic-based  factor  models,https://www.sciencedirect.com/science/article/pii/S037842660900332X
299,momentum features for stock return factors,Momentum  crashes,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2371227
38,momentum features for stock return factors,Performance  of international and global  equity  mutual funds: Do country  momentum  and sector  momentum  matter?,https://www.sciencedirect.com/science/article/pii/S0378426614000752
19,momentum features for stock return factors,The fundamentals of  momentum  investing: European evidence on understanding  momentum  through fundamentals,https://onlinelibrary.wiley.com/doi/abs/10.1111/acfi.12462
50,momentum features for stock return factors,REIT  momentum  and characteristic-related REIT returns,https://link.springer.com/article/10.1007/s11146-012-9371-2
43,momentum features for stock return factors,"Value, size,  momentum , dividend yield, and volatility in China's A- share market",https://jpm.pm-research.com/content/41/5/57.short
2,momentum features for stock return factors,Boosting the  Equity Momentum Factor  in Credit,https://www.tandfonline.com/doi/abs/10.1080/0015198X.2021.1954377
5,momentum features for stock return factors,A new  momentum  measurement in the Chinese  stock market,https://www.sciencedirect.com/science/article/pii/S0927538X22000543
3748,momentum features for stock return factors,Measuring mutual fund  performance  with characteristic‐based benchmarks,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1540-6261.1997.tb02724.x
35,momentum features for stock return factors,Time series  momentum  and contrarian effects in the Chinese  stock market,https://www.sciencedirect.com/science/article/pii/S0378437117304466
781,momentum features for stock return factors,Momentum  has its moments,https://www.sciencedirect.com/science/article/pii/S0304405X14002566
66,momentum features for stock return factors,Explaining  momentum  and value simultaneously,https://pubsonline.informs.org/doi/abs/10.1287/mnsc.2017.2735
62,momentum features for stock return factors,Contrarian and  momentum  profitability revisited: Evidence from the London  Stock Exchange  1964–2005,https://www.sciencedirect.com/science/article/pii/S1042444X07000138
26,momentum features for stock return factors,Sustainable investing based on  momentum  strategies in emerging  stock  markets: A case study for Bombay  Stock Exchange  (BSE) of India,https://www.ceeol.com/search/article-detail?id=874525
40,momentum features for stock return factors,"CAPM Beta, Size, Book-to- Market , and  Momentum  in Realized  Stock  Returns.",https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=00151920&asa=Y&AN=57812063&h=QExpkqI93T7VOMb1L1oumwiKpG5p4GBJUCzE16RCKCH0xcZOZv9qf%2Bb11OonsQRqVRMyABj8uL1DKv5JftNbOQ%3D%3D&crl=c
168,momentum features for stock return factors,Style  momentum  within the S&P-500 index,https://www.sciencedirect.com/science/article/pii/S0927539804000520
5,momentum features for stock return factors,Is  Factor Momentum  More than  Stock Momentum ?,https://arxiv.org/abs/2009.04824
11,momentum features for stock return factors,The Effect of the Earning Transparency on cost of capital common  stock  based on The Fama-French and  Momentum Factors,https://www.sciencedirect.com/science/article/pii/S2212567116300351
8,momentum features for stock return factors,"Growth/Value,  Market  Cap, and  Momentum",https://joi.pm-research.com/content/23/1/33/tab-pdf-disaabled
22,momentum features for stock return factors,Momentum  and funding conditions,https://www.sciencedirect.com/science/article/pii/S0378426618300013
561,momentum features for stock return factors,Earnings and price  momentum,https://www.sciencedirect.com/science/article/pii/S0304405X05002175
764,momentum features for stock return factors,What  factors  drive global  stock  returns?,https://academic.oup.com/rfs/article-abstract/24/8/2527/1572823
2996,momentum features for stock return factors,Value and  momentum  everywhere,https://onlinelibrary.wiley.com/doi/abs/10.1111/jofi.12021
45,momentum features for stock return factors,Using industry  momentum  to improve portfolio  performance,https://www.sciencedirect.com/science/article/pii/S0378426611003529
37,momentum features for stock return factors,"[BOOK] [B]   The role of investability restrictions on size, value, and  momentum  in international  stock  returns",http://www.cbs.dk/files/cbs.dk/karolyi_wu_the_role_of_investability_restrictions_on_size_value_and_momentum_in_international_stock_returns_cover_page_111412_0.pdf
46,momentum features for stock return factors,Monetary  momentum,https://www.nber.org/papers/w24748
13,momentum features for stock return factors,The  stock market  crisis and  momentum . Some evidence for the Spanish  stock market  during the 1990s,https://www.tandfonline.com/doi/abs/10.1080/09603100600706766
12,momentum features for stock return factors,[PDF] [PDF]   Profitability of  momentum  strategies in emerging markets: Evidence from Nairobi  Stock Exchange,https://ibimapublishing.com/articles/JFSR/2011/455954/455954.pdf
2981,momentum features for stock return factors,Momentum  strategies,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1540-6261.1996.tb05222.x
3574,momentum features for stock return factors,Profitability of  momentum  strategies: An evaluation of alternative explanations,https://onlinelibrary.wiley.com/doi/abs/10.1111/0022-1082.00342
87,momentum features for stock return factors,The  momentum  effect in Latin American emerging markets,https://www.tandfonline.com/doi/abs/10.2753/REE1540-496X430402
18,momentum features for stock return factors,[PDF] [PDF]   News  momentum,https://ipl.econ.duke.edu/seminars/system/files/seminars/2516.pdf
16,momentum features for stock return factors,"Do asset pricing models explain size, value,  momentum  and liquidity effects? The case of an emerging  stock market",https://journals.sagepub.com/doi/pdf/10.1177/0972652714550927
490,momentum features for stock return factors,Contrarian and  momentum  strategies in the China  stock market : 1993–2000,https://www.sciencedirect.com/science/article/pii/S0927538X0200046X
2101,momentum features for stock return factors,"Alternative  factor  specifications, security  characteristics , and the cross-section of expected  stock  returns",https://www.sciencedirect.com/science/article/pii/S0304405X98000282
46,momentum features for stock return factors,Equity market momentum : A synthesis of the literature and suggestions for future work,https://www.sciencedirect.com/science/article/pii/S0927538X18303998
2281,momentum features for stock return factors,Do industries explain  momentum ?,https://onlinelibrary.wiley.com/doi/abs/10.1111/0022-1082.00146
826,momentum features for stock return factors,Are  momentum  profits robust to trading costs?,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1540-6261.2004.00656.x
4,momentum features for stock return factors,"[PDF] [PDF]   The Relations Between  Momentum , Value Size, And Liquidity  Factors  And  Stock  Returns On The Polish  Market",https://bibliotekanauki.pl/articles/955318.pdf
136,momentum features for stock return factors,Macroeconomic risks and characteristic-based  factor  models,https://www.sciencedirect.com/science/article/pii/S037842660900332X
581,momentum features for stock return factors,Is  momentum  really  momentum ?,https://www.sciencedirect.com/science/article/pii/S0304405X11001152
13,momentum features for stock return factors,[CITATION] [C]   Option  momentum,
1059,momentum features for stock return factors,[HTML] [HTML]   Momentum  crashes,https://www.sciencedirect.com/science/article/pii/S0304405X16301490
28,momentum features for stock return factors,On  characteristics momentum,https://www.tandfonline.com/doi/abs/10.1207/S15427579JPFM0403_4
68,momentum features for stock return factors,"Size, BM, and  momentum  effects and the robustness of the Fama‐French three‐ factor  model: Evidence from New Zealand",https://www.emerald.com/insight/content/doi/10.1108/17439130910947895/full/html
41,momentum features for stock return factors,Credit quality implied  momentum  profits for Islamic  stocks,https://www.sciencedirect.com/science/article/pii/S0927538X15300214
635,momentum features for stock return factors,Currency  momentum  strategies,https://www.sciencedirect.com/science/article/pii/S0304405X12001353
57,momentum features for stock return factors,Disentangling size from  momentum  in Australian  stock  returns,https://journals.sagepub.com/doi/pdf/10.1177/031289620803200305
72,momentum features for stock return factors,Momentum  in futures markets,https://papers.ssrn.com/Sol3/papers.cfm?abstract_id=671841
24,momentum features for stock return factors,Dynamic  factors  and the source of  momentum  profits,https://www.tandfonline.com/doi/abs/10.1198/073500106000000648
110,momentum features for stock return factors,Factor momentum  everywhere,https://jpm.pm-research.com/content/45/3/13.short
62,momentum features for stock return factors,Momentum  strategies for Islamic  stocks,https://www.sciencedirect.com/science/article/pii/S0927538X16300762
1286,momentum features for stock return factors,"Can book-to- market , size and  momentum  be risk  factors  that predict economic growth?",https://www.sciencedirect.com/science/article/pii/S0304405X00000568
153,momentum features for stock return factors,Momentum  in Australian  stock  returns,https://journals.sagepub.com/doi/pdf/10.1177/031289620302800202
71,momentum features for stock return factors,Short‐term  momentum  patterns in  stock  and sectoral returns: evidence from India,https://www.emerald.com/insight/content/doi/10.1108/09727981111129327/full/html
112,momentum features for stock return factors,"Fundamentally,  momentum  is fundamental  momentum",https://www.nber.org/papers/w20984
63,momentum features for stock return factors,Understanding  momentum  and reversal,https://www.sciencedirect.com/science/article/pii/S0304405X21000878
407,momentum features for stock return factors,"Size, value, and  momentum  in emerging  market stock  returns",https://www.sciencedirect.com/science/article/pii/S1566014113000198
1,momentum features for stock return factors,Fundamental  momentum  and enhanced fundamental  momentum : Evidence from the Chinese  stock market,https://www.sciencedirect.com/science/article/pii/S1059056022000326
56,momentum features for stock return factors,Momentum  investing: A survey,https://link.springer.com/article/10.1057/palgrave.jam.2240133
137,technical indicators predict stock price,A novel model by evolving partially connected neural network for  stock price  trend  forecasting,https://www.sciencedirect.com/science/article/pii/S095741741101013X
1568,technical indicators predict stock price,The use of  technical analysis  in the foreign exchange  market,https://www.sciencedirect.com/science/article/pii/0261560692900483
124,technical indicators predict stock price,Short term  forecasting  with support vector machines and application to  stock price prediction,https://www.tandfonline.com/doi/abs/10.1080/03081070601068595
109,technical indicators predict stock price,CAST: Using neural networks to improve  trading  systems based on  technical analysis  by means of the RSI financial  indicator,https://www.sciencedirect.com/science/article/pii/S0957417411004313
145,technical indicators predict stock price,A neural network approach to  predicting stock  exchange movements using external factors,https://link.springer.com/chapter/10.1007/1-84628-224-1_6
50,technical indicators predict stock price,ANN model to  predict stock prices  at  stock  exchange markets,https://arxiv.org/abs/1502.06434
216,technical indicators predict stock price,Predicting stock  returns by classifier ensembles,https://www.sciencedirect.com/science/article/pii/S1568494610002516
48,technical indicators predict stock price,Forecasting  commodity  prices  out-of-sample: Can  technical indicators  help?,https://www.sciencedirect.com/science/article/pii/S0169207019302286
17,technical indicators predict stock price,A novel  technical analysis -based method for  stock market forecasting,https://link.springer.com/article/10.1007/s00500-016-2417-2
97,technical indicators predict stock price,Short term  stock price prediction  using deep learning,https://ieeexplore.ieee.org/abstract/document/8256643/
184,technical indicators predict stock price,[PDF] [PDF]   Stock price forecasting  by hybrid machine learning techniques,http://www.iaeng.org/publication/IMECS2009/IMECS2009_pp755-760.pdf
94,technical indicators predict stock price,[PDF] [PDF]   Machine learning techniques for  stock prediction,http://ganj-ie.iust.ac.ir:8081/images/6/62/MachineLearningTechniquesforStockPrediction.pdf
96,technical indicators predict stock price,[PDF] [PDF]   … -linear autoregressive with exogeneous input (NARX) Bitcoin  price prediction  model using PSO-optimized parameters and moving average  technical indicators,https://www.ajol.info/index.php/jfas/article/view/165614/155073
42,technical indicators predict stock price,Optimal feature selection of  technical indicator  and  stock prediction  using machine learning technique,https://link.springer.com/chapter/10.1007/978-981-13-8300-7_22
230,technical indicators predict stock price,Investment using  technical analysis  and fuzzy logic,https://www.sciencedirect.com/science/article/pii/S0165011401001695
149,technical indicators predict stock price,[HTML] [HTML]   Financial news  predicts stock market  volatility better than close  price,https://www.sciencedirect.com/science/article/pii/S240591881730048X
68,technical indicators predict stock price,[PDF] [PDF]   Predicting stock prices  using data mining techniques,https://www.researchgate.net/profile/Qasem-Al-Radaideh/publication/281865047_Predicting_Stock_Prices_Using_Data_Mining_Techniques/links/55fc4bd608aec948c4b2f95b/Predicting-Stock-Prices-Using-Data-Mining-Techniques.pdf
8,technical indicators predict stock price,[DOC] [DOC]   Can  technical analysis predict  the movement of futures  prices,https://www.researchgate.net/profile/Noor-Azizan/publication/46563504_Can_Technical_Analysis_Predict_the_Movement_of_Futures_Prices/links/562f2f8308ae518e3483ea25/Can-Technical-Analysis-Predict-the-Movement-of-Futures-Prices
319,technical indicators predict stock price,Integrating metaheuristics and artificial neural networks for improved  stock price prediction,https://www.sciencedirect.com/science/article/pii/S0957417415006570
42,technical indicators predict stock price,[HTML] [HTML]   Forecasting stock price  using integrated artificial neural network and metaheuristic algorithms compared to time series models,https://link.springer.com/article/10.1007/s00500-021-05775-5
113,technical indicators predict stock price,Convolution on neural networks for high-frequency trend  prediction  of cryptocurrency exchange  rates  using  technical indicators,https://www.sciencedirect.com/science/article/pii/S0957417420300750
85,technical indicators predict stock price,Stock market forecasting  using LASSO linear regression model,https://link.springer.com/chapter/10.1007/978-3-319-13572-4_31
46,technical indicators predict stock price,[HTML] [HTML]   Predicting stock price  trend using MACD optimized by historical volatility,https://www.hindawi.com/journals/mpe/2018/9280590/abs/
40,technical indicators predict stock price,Predicting stock market  trends using random forests: A sample of the Zagreb  stock  exchange,https://ieeexplore.ieee.org/abstract/document/7160456/
889,technical indicators predict stock price,Forecasting  the  equity  risk premium: the role of  technical indicators,https://pubsonline.informs.org/doi/abs/10.1287/mnsc.2013.1838
75,technical indicators predict stock price,An artificial neural network-based  stock trading  system using  technical analysis  and big data framework,https://dl.acm.org/doi/abs/10.1145/3077286.3077294
6,technical indicators predict stock price,[HTML] [HTML]   Development of a  stock price prediction  framework for intelligent media and  technical analysis,https://www.mdpi.com/1445480
52,technical indicators predict stock price,Equity  premium  prediction : Are economic and  technical indicators  unstable?,https://www.sciencedirect.com/science/article/pii/S0169207016300267
122,technical indicators predict stock price,Stock market trading  rule discovery using pattern recognition and  technical analysis,https://www.sciencedirect.com/science/article/pii/S0957417406001448
122,technical indicators predict stock price,[HTML] [HTML]   Predicting  bitcoin returns using high-dimensional  technical indicators,https://www.sciencedirect.com/science/article/pii/S2405918818300928
30,technical indicators predict stock price,[PDF] [PDF]   Does fundamental  analysis predict stock  returns? Evidence from non-financial companies listed on KSE,http://www.orizonturi.ucdc.ro/arhiva/2013_khe_4_pdf/khe_vol_5_iss_4_182to190.pdf
231,technical indicators predict stock price,A method for automatic  stock trading  combining  technical analysis  and nearest neighbor classification,https://www.sciencedirect.com/science/article/pii/S0957417410002149
510,technical indicators predict stock price,Neural network techniques for financial performance  prediction : integrating fundamental and  technical analysis,https://www.sciencedirect.com/science/article/pii/S0167923603000885
186,technical indicators predict stock price,A literature review of  technical analysis  on  stock  markets,https://www.sciencedirect.com/science/article/pii/S1062976917300443
1011,technical indicators predict stock price,Predicting  direction of  stock price  index movement using artificial neural networks and support vector machines: The sample of the Istanbul  Stock  Exchange,https://www.sciencedirect.com/science/article/pii/S0957417410011711
76,technical indicators predict stock price,Comparative  analysis  between the fundamental and  technical analysis  of  stocks,https://scindeks.ceon.rs/Article.aspx?artid=2334-735X1602026P
102,technical indicators predict stock price,A hybrid model based on adaptive-network-based fuzzy inference system to  forecast  Taiwan  stock market,https://www.sciencedirect.com/science/article/pii/S0957417411006543
256,technical indicators predict stock price,[PDF] [PDF]   Using news articles to  predict stock price  movements,https://people.kth.se/~gyozo/docs/financial-prediction.pdf
32,technical indicators predict stock price,[HTML] [HTML]   Feature selection and deep neural networks for  stock price  direction  forecasting  using  technical analysis indicators,https://www.sciencedirect.com/science/article/pii/S266682702100030X
34,technical indicators predict stock price,[PDF] [PDF]   Stock  trend  prediction  with  technical indicators  using SVM,"http://cs229.stanford.edu/proj2014/Xinjie%20Di,%20Stock%20Trend%20Prediction%20with%20Technical%20Indicators%20using%20SVM.pdf"
36,technical indicators predict stock price,Comparisons of  stock rates prediction  accuracy using different  technical indicators  with backpropagation neural network and genetic algorithm based …,https://ieeexplore.ieee.org/abstract/document/4579966/
290,technical indicators predict stock price,Neural networks for  technical analysis : a study on KLCI,https://www.worldscientific.com/doi/abs/10.1142/S0219024999000145
155,technical indicators predict stock price,Intelligent  technical analysis  based equivolume charting for  stock trading  using neural networks,https://www.sciencedirect.com/science/article/pii/S0957417406003617
15,technical indicators predict stock price,Stock price forecasting  for jordan insurance companies amid the covid-19 pandemic utilizing off-the-shelf  technical analysis  methods,https://www.mdpi.com/2227-7099/10/2/43
172,technical indicators predict stock price,Stock price prediction  using neural network with hybridized  market indicators,http://eprints.lmu.edu.ng/3224/
206,technical indicators predict stock price,Technical analysis  and sentiment embeddings for  market  trend  prediction,https://www.sciencedirect.com/science/article/pii/S0957417419304142
526,technical indicators predict stock price,Predicting stock market  index using fusion of machine learning techniques,https://www.sciencedirect.com/science/article/pii/S0957417414006551
21,technical indicators predict stock price,Prediction stock price  based on different index factors using LSTM,https://ieeexplore.ieee.org/abstract/document/8949162/
25,technical indicators predict stock price,Predicting stock prices  using ensemble learning and sentiment  analysis,https://ieeexplore.ieee.org/abstract/document/8791689/
48,technical indicators predict stock price,Forecasting stock price  movements with multiple data sources: Evidence from  stock market  in China,https://www.sciencedirect.com/science/article/pii/S0378437119318941
256,technical indicators predict stock price,A hybrid model based on rough sets theory and genetic algorithms for  stock price forecasting,https://www.sciencedirect.com/science/article/pii/S0020025510000289
14,technical indicators predict stock price,Combining news sentiment and  technical analysis  to  predict stock  trend reversal,https://ieeexplore.ieee.org/abstract/document/8955650/
35,technical indicators predict stock price,Forecasting stock market  trend: A comparison of machine learning algorithms,https://journalfmv.com/publicados/2020/1/5330ecbc8c.html
30,technical indicators predict stock price,Predict stock price  with financial news based on recurrent convolutional neural networks,https://ieeexplore.ieee.org/abstract/document/8356929/
49,technical indicators predict stock price,Comparing  technical  and fundamental  indicators  in  stock price forecasting,https://ieeexplore.ieee.org/abstract/document/8623000/
244,technical indicators predict stock price,[PDF] [PDF]   A hybrid machine learning system for  stock market forecasting,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=1fe293668ec330cab9e83f9852e015982d9f4950
202,technical indicators predict stock price,Predicting stock market  trends using machine learning and deep learning algorithms via continuous and binary data; a comparative  analysis,https://ieeexplore.ieee.org/abstract/document/9165760/
25,technical indicators predict stock price,Cost-sensitive  prediction  of  stock price  direction: Selection of  technical indicators,https://ieeexplore.ieee.org/abstract/document/8861031/
97,technical indicators predict stock price,Predicting  the oil  prices : Do  technical indicators  help?,https://www.sciencedirect.com/science/article/pii/S014098831630055X
29,technical indicators predict stock price,Predicting stock price  using two-stage machine learning techniques,https://link.springer.com/article/10.1007/s10614-020-10013-5
31,technical indicators predict stock price,Predict stock market  behavior: Role of machine learning algorithms,https://link.springer.com/chapter/10.1007/978-981-10-7245-1_38
21,technical indicators predict stock price,Forecasting stock price  directional movements using  technical indicators : investigating window size effects on one-step-ahead  forecasting,https://ieeexplore.ieee.org/abstract/document/6924093/
148,technical indicators predict stock price,Forecasting price  movements using  technical indicators : Investigating the impact of varying input window length,https://www.sciencedirect.com/science/article/pii/S0925231217311074
418,technical indicators predict stock price,A hybrid genetic-neural architecture for  stock indexes forecasting,https://www.sciencedirect.com/science/article/pii/S002002550300433X
87,technical indicators predict stock price,Deep leaming for  stock market prediction  using  technical indicators  and financial news articles,https://ieeexplore.ieee.org/abstract/document/8489208/
103,technical indicators predict stock price,Adaptive use of  technical indicators  for the  prediction  of intra-day  stock prices,https://www.sciencedirect.com/science/article/pii/S0378437107005067
35,technical indicators predict stock price,Evaluating the impact of  technical indicators  on  stock forecasting,https://ieeexplore.ieee.org/abstract/document/7850017/
326,technical indicators predict stock price,How rewarding is  technical analysis ? Evidence from Singapore  stock market,https://www.tandfonline.com/doi/abs/10.1080/0960310022000020906
22,technical indicators predict stock price,[PDF] [PDF]   Stock prediction  based on  technical indicators  using deep learning model,https://www.academia.edu/download/71652189/pdf.pdf
2,technical indicators predict stock price,Can Ensemble Machine Learning Methods  Predict Stock  Returns for Indian Banks Using  Technical Indicators ?,https://www.mdpi.com/1911-8074/15/8/350
263,technical indicators predict stock price,[PDF] [PDF]   Using neural networks to  forecast stock market prices,https://cmps-people.ok.ubc.ca/rlawrenc/research/Papers/nn.pdf
